,Poste,Secteurs,nombre de postes,date publication,date de debut,lieux,contrats,description de profil,formations,Expérience professionnelle,langues,competences spécifiques
2413,  Développeur Full Stack,non spécifié,1,19/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2414,   Agent De Sécurité Et De Surveillance,non spécifié,5,18/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2415,   Comptable,non spécifié,1,18/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2416,  PLONGEUR,non spécifié,5,18/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2417,  COMMERCIAL DANS LE DOMAINE D'OPTIQUE,non spécifié,1,18/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2418,  SERVEUR / SERVEUSE,non spécifié,5,18/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2419,  AIDE COMPTABLE,non spécifié,1,18/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2420,  Employé Domestique,non spécifié,1,18/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2421,  BARMAN,non spécifié,5,18/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2422,  Encadrant Pédagogique,non spécifié,10,17/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2423,  Encadrant Pédagogique,non spécifié,15,17/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2424,  Nageur Sauveteur Saisonnier,non spécifié,30,17/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2425,  OPERATEURS/ OPERATRICES DE CABLAGE,non spécifié,100,17/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2426,  Commis De Cuisine,non spécifié,1,17/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2427,  Marketing Digital,non spécifié,1,17/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2428,  Assistante Médicale,non spécifié,1,17/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2429,  Enseignant De Français,non spécifié,5,14/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2430,  Enseignant D'histoire Géographie,non spécifié,1,14/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2431,  Enseignant Des Maths/SVT,non spécifié,2,14/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2432,  RECEPTIONNISTE,non spécifié,1,14/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2433,  Employé De Libre Service,non spécifié,10,14/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2434,   Secrétaire De Direction,non spécifié,1,14/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2435,  Opératrices De Production,non spécifié,3,14/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2436,  ENSEIGNANTE DE FRANCAIS,non spécifié,1,14/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2437,  Employé De Libre Service,non spécifié,10,14/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2438,  2 Serveurs + 2 Serveuses,non spécifié,4,14/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2439,  Opérateurs Sur Machines,non spécifié,200,13/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2440,  OPERATRICES DU CABLAGE,non spécifié,40,13/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2441,  Opérateurs De Câblage Automobile,non spécifié,75,13/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2442,  Opératrices Sur Machine Mécanisée De Câblage Sur Kénitra,non spécifié,20,13/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2443,  COMPTABLE,non spécifié,1,13/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2444,  Enseignant Des Maths Et SVT (Primaire),non spécifié,2,13/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2445,  Enseignant D'arabe (Primaire),non spécifié,2,13/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2446,  Enseignant De Français (niveau Collège),non spécifié,3,13/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2447,  Enseignant (e) SVT (niveau Collège),non spécifié,1,13/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2448,  Enseignant De Français (Primaire),non spécifié,3,13/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2449,  Enseignant Physique Chimie (niveau Collège),non spécifié,3,13/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2450,  Une éducatrice Spécialisée Sur Ait Amira Ayant Un Bac Et Plus .,non spécifié,1,12/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2451,   Magasinier D'entrepôt,non spécifié,1,11/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2452,  OPERATEUR D'IMPRIMERIE,non spécifié,6,11/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2453,  Assistante RH,non spécifié,1,11/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2454,  Infographiste,non spécifié,1,11/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2455,  Opérateur/Opératrice,non spécifié,100,11/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2456,   Comptable,non spécifié,1,11/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2457,  5 Opératrices D'emballage,non spécifié,5,11/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2458,   Téléconseiller,non spécifié,10,11/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2459,  BOULANGER – PATISSIER ORIENTAL,non spécifié,1,11/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2460,   Secrétaire De Direction,non spécifié,1,11/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2461,   Technicien De Maintenance Informatique,non spécifié,2,11/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2462,  MANAGER RESTAURANT,non spécifié,1,10/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2463,  OPERATEUR / OPERATRICE,non spécifié,100,10/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2464,  FORMATEUR EN AGENT DE VOYAGE ET DE TOURISME,non spécifié,2,10/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2465,  FORMATEUR EN AGENT DE VOYAGE ET DE TOURISME,non spécifié,2,10/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2466,  Agents De Réception Marchandises,non spécifié,5,10/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2467,  Agent Des Services Après Vente,non spécifié,4,10/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2468,  EMPLOYEE D'ETAGE,non spécifié,3,10/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2469,  VENDEUR (SEXE MASCULIN),non spécifié,1,10/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2470,  Directeur Magasin,non spécifié,1,07/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2471,  Technicien DEPOT,non spécifié,25,07/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2472,  Assistant Commercial,non spécifié,25,07/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2473,  OPERATRICE DE CABLAGE,non spécifié,20,07/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2474,  Techniciens De Maintenance,non spécifié,10,07/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2475,  Technicien Génie Civil,non spécifié,2,07/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2476,  Secrétaire Réceptionniste.,non spécifié,2,07/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2477,  Assistante Recrutement,non spécifié,1,07/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2478,   Opérateur De Finition Confection,non spécifié,2,07/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2479,  RESPONSABLE PÉDAGOGIQUE,non spécifié,1,07/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2480,  Éducateur/Éducatrice,non spécifié,11,07/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2481,  COMPTABLE,non spécifié,1,07/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2482,  Ouvriers Agricoles,non spécifié,100,06/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2483,  Chargé Import,non spécifié,1,06/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2484,   Commercial/Commerciale,non spécifié,1,06/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2485,   Secrétaire De Direction,non spécifié,1,06/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2486,  Maitre Nageur Sauveteur Saisonnier,non spécifié,20,06/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2487,  5 Employées De Gestion Administratives (Filles),non spécifié,5,06/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2488,  Assistante Comptable.,non spécifié,1,05/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2489,   Aide Comptable,non spécifié,1,05/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
2490,  Technicien Réseau Informatique Ou Technicien En électronique (H),non spécifié,1,05/04/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
